PLAYER,3PTM,PTS,REB,AST,ST,BLK,TO,FGM,FGA,FTM,FTA,GP,Date
Chris Paul,1.9,15.125,4.525,10.325,1.3249999999999997,0.525,2.3,5.525,10.875,2.2749999999999995,2.55,1.0,2022-01-13
Chris Silva,0.0,-2.3600000000000003,4.14,-0.56,0.0,0.0,-0.8400000000000001,-0.3400000000000002,-0.2599999999999998,-1.5400000000000003,-1.8199999999999998,1.0,2022-01-13
Christian Wood,1.3666666666666667,21.633333333333333,11.733333333333333,2.3333333333333335,0.23333333333333334,1.6,2.033333333333333,8.733333333333333,18.066666666666666,2.6666666666666665,4.0,1.0,2022-01-13
Chuma Okeke,1.3878787878787877,12.924242424242424,5.075757575757577,2.369696969696969,1.1060606060606057,0.593939393939394,1.4818181818181815,5.221212121212122,11.578787878787876,1.0939393939393938,1.3878787878787877,1.0,2022-01-13
Clint Capela,0.0,15.399999999999997,14.399999999999999,0.9999999999999998,1.2000000000000002,2.2999999999999994,1.4000000000000001,6.7,11.3,1.9000000000000001,2.9,1.0,2022-01-13
Coby White,1.2951219512195122,10.490243902439026,3.1048780487804875,2.7536585365853665,0.5,0.19999999999999998,1.5024390243902437,3.8975609756097565,9.856097560975607,1.4,1.497560975609756,1.0,2022-01-13
Cody Martin,2.5099999999999993,12.73,5.980000000000001,4.109999999999999,1.0299999999999998,0.5,0.32999999999999974,4.509999999999998,9.219999999999999,1.2,1.6999999999999993,1.0,2022-01-13
Cody Zeller,0.16585365853658537,4.868292682926829,2.9414634146341467,0.9658536585365854,0.3,0.20000000000000004,0.3682926829268293,2.0658536585365854,3.7975609756097564,0.5707317073170733,0.9707317073170733,1.0,2022-01-13
Cole Anthony,3.1470588235294112,18.341176470588238,5.570588235294117,6.08235294117647,0.9000000000000001,-0.06470588235294118,3.1647058823529415,5.7058823529411775,15.60588235294118,3.8823529411764706,4.6647058823529415,1.0,2022-01-13
Collin Sexton,inf,inf,-inf,inf,-inf,inf,-inf,-inf,-inf,inf,inf,,2022-01-13
Corey Kispert,2.057142857142857,5.700000000000001,-1.7714285714285722,-1.0857142857142859,-0.3285714285714284,-0.9571428571428571,3.0142857142857147,2.1000000000000005,6.057142857142858,-1.0857142857142859,-0.9857142857142865,1.0,2022-01-13
Cory Joseph,0.3769230769230768,6.2794871794871785,2.1,3.8743589743589735,0.8,0.3743589743589743,1.4,2.6,6.297435897435898,0.6282051282051282,0.7538461538461536,1.0,2022-01-13
Craig Sword,0.13333333333333336,2.266666666666667,1.0666666666666669,0.5666666666666667,-0.16666666666666666,0.0,0.5666666666666667,1.0,2.5,0.13333333333333336,0.13333333333333336,1.0,2022-01-13
D'Angelo Russell,3.0,18.599999999999998,2.0846153846153848,6.82051282051282,1.0794871794871794,0.5,2.9589743589743587,6.32051282051282,14.425641025641026,2.8794871794871795,3.658974358974359,1.0,2022-01-13
D.J. Augustin,1.2,7.6571428571428575,1.6285714285714286,3.1571428571428575,0.5142857142857143,0.0,0.4428571428571428,2.457142857142857,5.5,1.542857142857143,1.7428571428571427,1.0,2022-01-13
D.J. Wilson,0.0,4.699999999999999,3.7375,2.2625,0.19999999999999996,0.43750000000000006,1.1125,1.7374999999999998,4.1125,1.0499999999999998,1.5125000000000002,1.0,2022-01-13
DaQuan Jeffries,0.0,1.1,0.43333333333333335,-0.09999999999999999,0.0,0.0,0.0,0.5666666666666667,1.1,0.0,0.0,1.0,2022-01-13
Daishen Nix,0.7,8.299999999999999,1.9,3.4,-0.30000000000000004,0.0,2.3,3.999999999999999,9.700000000000001,0.10000000000000003,-0.19999999999999996,1.0,2022-01-13
Dakota Mathias,0.7888888888888889,2.2222222222222223,0.7888888888888889,0.0,0.0,0.0,0.0,0.7888888888888889,1.0,0.0,0.0,1.0,2022-01-13
Dalano Banton,0.20000000000000004,6.428571428571429,2.4285714285714284,0.3857142857142861,0.4000000000000001,0.20000000000000004,1.0,2.4857142857142853,3.7000000000000006,1.2571428571428576,1.457142857142857,1.0,2022-01-13
Damian Jones,0.1,2.6,2.6,0.5333333333333333,0.1,0.4,-0.8666666666666667,0.8666666666666661,2.0,0.5,0.7333333333333333,1.0,2022-01-13
Damian Lillard,5.2571428571428545,26.571428571428573,2.557142857142856,3.1857142857142873,0.5999999999999999,0.39999999999999986,0.3285714285714282,6.15714285714286,11.800000000000002,8.585714285714285,9.285714285714281,1.0,2022-01-13
Damion Lee,0.9619047619047624,8.438095238095242,4.328571428571429,1.0,0.12380952380952388,0.09999999999999998,0.6000000000000001,3.4761904761904763,8.128571428571428,0.3857142857142856,0.5857142857142856,1.0,2022-01-13
Damyean Dotson,0.631578947368421,4.315789473684211,1.3157894736842106,1.3421052631578947,0.21052631578947367,0.10526315789473684,0.631578947368421,1.631578947368421,4.105263157894737,0.3157894736842105,0.5263157894736842,1.0,2022-01-13
Daniel Gafford,0.0,9.370000000000001,6.239999999999999,0.8699999999999998,1.0899999999999999,2.26,1.2300000000000002,3.5099999999999985,6.0,2.45,3.1799999999999997,1.0,2022-01-13
Daniel Oturu,0.0,8.5,2.1125,0.0,0.0,-0.26249999999999996,0.0,2.375,4.75,3.75,6.2375,1.0,2022-01-13
Daniel Theis,0.5571428571428572,7.5,4.928571428571429,2.1714285714285713,0.7428571428571429,0.9428571428571428,0.6857142857142857,3.057142857142857,6.242857142857143,0.9285714285714286,1.4285714285714286,1.0,2022-01-13
Danilo Gallinari,1.3088235294117647,9.126470588235295,3.8176470588235287,0.6352941176470589,0.3088235294117647,0.0088235294117647,1.3647058823529414,2.526470588235294,5.688235294117647,2.573529411764706,2.6735294117647057,1.0,2022-01-13
Danny Green,2.2933333333333334,9.331111111111111,3.751111111111111,1.7577777777777777,1.4644444444444442,0.8,0.9000000000000001,3.2866666666666666,7.7377777777777785,0.4644444444444445,0.6288888888888889,1.0,2022-01-13
Danuel House Jr.,1.1666666666666667,6.411111111111111,2.3444444444444446,1.3555555555555554,0.4555555555555556,0.30000000000000004,0.5333333333333332,2.2777777777777777,5.333333333333333,0.5333333333333332,1.2555555555555555,1.0,2022-01-13
Dario Saric,0.5,5.0,2.2,0.7,0.3,0.1,0.6,1.8,3.9,1.0,1.1,1.0,2022-01-13
Darius Bazley,1.1,10.5,6.5,1.4,0.7,0.7,1.7,3.9,9.7,1.9,2.6,1.0,2022-01-13
Darius Garland,3.217647058823529,25.48235294117647,2.376470588235294,7.805882352941177,1.0941176470588234,0.09999999999999999,3.8058823529411767,9.876470588235295,21.16470588235294,2.1999999999999997,2.6058823529411765,1.0,2022-01-13
Darren Collison,0.0,-0.48750000000000004,2.2625,1.1125,-0.11249999999999999,0.0,-0.11249999999999999,-0.26249999999999996,3.2625,0.0,0.0,1.0,2022-01-13
David Duke Jr.,0.2521739130434782,6.443478260869565,5.930434782608696,1.691304347826087,1.191304347826087,0.5478260869565217,0.5,2.595652173913044,8.717391304347826,0.9521739130434782,1.2521739130434784,1.0,2022-01-13
David Nwaba,0.5941176470588235,5.399999999999999,-0.5117647058823522,0.21176470588235283,0.4058823529411766,0.20588235294117646,0.20588235294117646,2.0,4.594117647058825,1.0,1.4000000000000004,1.0,2022-01-13
Davion Mitchell,1.5374999999999999,12.71875,2.8562499999999997,3.6374999999999997,1.1375000000000002,0.19999999999999998,1.775,4.575,10.7125,1.69375,2.43125,1.0,2022-01-13
Davis Bertans,0.5166666666666665,3.5111111111111106,0.7361111111111112,0.3194444444444444,0.21944444444444441,0.019444444444444424,0.21944444444444441,1.0972222222222223,2.4305555555555554,0.7194444444444444,0.8194444444444444,1.0,2022-01-13
Davon Reed,0.43636363636363634,2.690909090909091,4.181818181818181,1.3000000000000003,1.7545454545454542,0.2636363636363636,0.29999999999999993,0.9454545454545452,2.9454545454545458,0.29999999999999993,0.2363636363636363,1.0,2022-01-13
Day'Ron Sharpe,-0.05357142857142857,0.6857142857142858,-1.9821428571428572,-0.05357142857142857,-0.10714285714285714,-0.26785714285714285,-0.48214285714285715,0.04285714285714296,1.0357142857142858,0.44642857142857145,0.6392857142857142,1.0,2022-01-13
De'Aaron Fox,1.121212121212121,22.227272727272727,3.478787878787879,5.7636363636363654,1.4212121212121214,0.4000000000000001,3.463636363636364,7.3575757575757565,16.315151515151516,6.048484848484849,7.448484848484847,1.0,2022-01-13
De'Andre Hunter,0.8913043478260869,9.373913043478263,3.5130434782608693,1.056521739130435,0.4956521739130434,0.45217391304347826,1.047826086956522,3.739130434782609,8.069565217391306,1.0043478260869565,1.2,1.0,2022-01-13
De'Anthony Melton,1.8888888888888888,10.966666666666665,3.0388888888888883,2.1222222222222222,1.5999999999999999,0.7944444444444445,1.9888888888888887,4.183333333333334,9.97777777777778,0.7111111111111109,1.0111111111111113,1.0,2022-01-13
DeAndre Jordan,0.0,4.7749999999999995,5.0375000000000005,1.7125,0.21249999999999997,1.0875,1.4500000000000002,2.0,3.1875,0.7749999999999999,1.5375,1.0,2022-01-13
DeAndre' Bembry,0.30000000000000004,7.050000000000001,3.3000000000000003,1.2000000000000002,0.3499999999999999,0.3500000000000001,1.6000000000000003,2.5,5.300000000000001,1.6500000000000001,2.3000000000000003,1.0,2022-01-13
DeMar DeRozan,0.4999999999999999,23.600000000000005,4.8,5.1,0.8,0.5,1.6999999999999993,8.999999999999998,18.9,5.300000000000001,6.300000000000001,1.0,2022-01-13
DeMarcus Cousins,0.7999999999999999,9.706060606060607,7.012121212121213,1.8575757575757574,0.7484848484848484,0.6515151515151515,2.1121212121212123,3.6545454545454543,8.415151515151514,1.3454545454545455,2.0484848484848484,1.0,2022-01-13
Dean Wade,1.56,7.22,2.86,0.9800000000000003,0.94,0.54,0.74,2.46,4.86,0.74,0.84,1.0,2022-01-13
Deandre Ayton,0.15416666666666667,17.570833333333336,11.516666666666666,1.5,0.8541666666666666,1.1083333333333334,1.8541666666666672,7.7625,12.987500000000002,1.7916666666666667,2.5375,1.0,2022-01-13
Deividas Sirvydis,0.43750000000000006,3.0625,3.375,1.2625,0.17500000000000004,0.025000000000000022,0.0,1.2625,4.2625,0.1375,0.275,1.0,2022-01-13
Dejounte Murray,1.4,19.189473684210526,8.494736842105263,10.068421052631578,1.7105263157894732,0.4,2.010526315789474,7.994736842105263,18.284210526315793,2.0894736842105264,2.4,1.0,2022-01-13
Delon Wright,0.293939393939394,2.6575757575757573,0.015151515151515152,0.6454545454545458,0.49393939393939384,0.20000000000000004,0.2878787878787879,0.8818181818181816,2.4696969696969697,0.5999999999999999,0.6999999999999998,1.0,2022-01-13
Deni Avdija,1.323076923076923,12.33076923076923,7.415384615384615,2.384615384615384,1.0615384615384615,1.4846153846153847,0.3769230769230765,5.476923076923078,11.33076923076923,0.053846153846153516,0.19230769230769232,1.0,2022-01-13
Dennis Schroder,1.31025641025641,15.530769230769232,2.541025641025641,3.930769230769231,0.6102564102564102,0.28974358974358977,2.1102564102564108,5.8,14.438461538461542,2.62051282051282,3.12051282051282,1.0,2022-01-13
Dennis Smith Jr.,0.9666666666666667,8.333333333333334,2.566666666666667,4.466666666666667,1.0333333333333337,0.7333333333333333,2.666666666666667,2.933333333333333,6.3999999999999995,1.6666666666666667,2.0,1.0,2022-01-13
Denzel Valentine,0.6439024390243901,4.092682926829268,1.6439024390243904,1.1243902439024391,0.30000000000000004,0.15609756097560976,0.34390243902439027,1.724390243902439,3.992682926829268,0.15609756097560976,0.15609756097560976,1.0,2022-01-13
Derrick Favors,-0.1,6.7,5.5,0.6,0.8,0.5,1.0,2.7,5.3,1.7,2.2,1.0,2022-01-13
Derrick Jones Jr.,0.6794871794871795,8.094871794871796,2.3230769230769233,0.6794871794871795,0.5,0.7000000000000001,0.5,3.556410256410256,7.848717948717949,0.40256410256410247,1.141025641025641,1.0,2022-01-13
Derrick Rose,0.5666666666666667,12.166666666666666,1.6666666666666667,3.3333333333333335,0.9666666666666668,0.16666666666666666,1.3333333333333333,4.7,10.5,2.3666666666666667,2.8666666666666667,1.0,2022-01-13
Derrick Walton Jr.,-0.375,-2.3625,4.2625,5.625,0.625,2.2625,1.3624999999999998,-0.75,3.6125000000000003,-0.48750000000000004,-0.48750000000000004,1.0,2022-01-13
Derrick White,1.93125,16.871874999999996,3.284375,4.5375,0.9843750000000002,0.8999999999999999,1.384375,6.078125,14.271875,2.9,3.515625,1.0,2022-01-13
Desmond Bane,3.2235294117647055,16.38235294117647,4.276470588235295,2.623529411764706,1.0,0.052941176470588255,2.394117647058824,6.029411764705882,12.735294117647056,0.9764705882352944,0.9529411764705884,1.0,2022-01-13
Devin Booker,2.803125,25.025000000000002,4.1812499999999995,4.8062499999999995,1.0,0.3,2.9031249999999997,9.315624999999999,18.084374999999998,3.8968750000000005,4.903125,1.0,2022-01-13
Devin Vassell,0.7769230769230767,10.64615384615385,3.530769230769232,1.2153846153846157,1.0846153846153845,0.5153846153846153,0.7999999999999999,4.6692307692307695,10.253846153846155,0.7999999999999999,0.9153846153846152,1.0,2022-01-13
Devon Dotson,-0.09090909090909091,0.22727272727272727,3.227272727272727,1.5909090909090908,-0.045454545454545456,0.0,0.5,0.2727272727272727,1.3181818181818181,-0.22727272727272727,-0.36363636363636365,1.0,2022-01-13
Devontae Cacok,0.0,-0.8,-1.8,0.78,-0.8400000000000001,0.2200000000000001,1.06,-0.4,-0.6,0.0,0.0,1.0,2022-01-13
Devonte' Graham,3.4375,15.868749999999999,2.71875,3.84375,1.0999999999999999,0.09999999999999999,2.2562499999999996,5.6937500000000005,15.68125,1.0437500000000002,1.225,1.0,2022-01-13
Dewayne Dedmon,-0.06153846153846159,15.169230769230769,11.63846153846154,1.3615384615384616,1.0923076923076922,0.5,2.2846153846153845,6.192307692307692,10.169230769230769,3.076923076923077,3.707692307692308,1.0,2022-01-13
Dillon Brooks,1.745652173913043,20.439130434782612,4.028260869565218,2.117391304347826,0.8630434782608696,0.19999999999999998,1.9456521739130435,7.482608695652172,17.36521739130435,3.6826086956521733,4.273913043478261,1.0,2022-01-13
Domantas Sabonis,0.7999999999999998,20.20689655172414,10.693103448275862,3.4931034482758614,1.0,0.3999999999999999,3.0,8.065517241379311,12.782758620689656,3.2344827586206892,3.910344827586207,1.0,2022-01-13
Donovan Mitchell,3.511764705882353,25.699999999999996,4.858823529411763,5.1000000000000005,0.9647058823529413,0.19999999999999998,3.111764705882353,9.723529411764705,20.388235294117646,2.6411764705882357,3.3529411764705874,1.0,2022-01-13
Donte DiVincenzo,1.7518518518518518,9.222222222222221,4.977777777777778,2.8629629629629636,1.0518518518518518,0.21481481481481485,1.1777777777777776,3.47037037037037,7.9111111111111105,0.5296296296296296,0.8296296296296296,1.0,2022-01-13
Dorian Finney-Smith,1.7857142857142858,7.928571428571429,5.557142857142857,1.2571428571428571,0.9857142857142858,0.38571428571428573,0.7857142857142857,3.157142857142857,5.928571428571429,0.04285714285714286,-0.2,1.0,2022-01-13
Doug McDermott,2.1,11.091666666666663,2.7541666666666664,1.3,0.3541666666666667,0.10000000000000002,0.8541666666666666,4.245833333333333,9.091666666666667,0.6,0.9,1.0,2022-01-13
Draymond Green,0.39999999999999997,9.226315789473682,8.736842105263158,7.400000000000001,1.4000000000000001,0.8210526315789475,3.1,3.7684210526315787,7.036842105263157,1.010526315789474,1.4315789473684208,1.0,2022-01-13
Drew Eubanks,0.0,3.334782608695652,2.6956521739130435,-0.20434782608695665,0.03913043478260871,0.7000000000000001,0.5782608695652173,1.7999999999999996,3.4,-0.1652173913043477,-0.0260869565217395,1.0,2022-01-13
Duane Washington Jr.,0.13333333333333336,-0.5380952380952386,-0.23333333333333325,-0.9952380952380951,-0.3142857142857143,-0.05238095238095238,-0.6285714285714286,0.00476190476190483,-2.1666666666666665,-0.680952380952381,-0.8904761904761904,1.0,2022-01-13
Duncan Robinson,2.5285714285714285,10.576190476190476,3.7809523809523813,1.9714285714285718,0.3190476190476191,0.3904761904761904,1.461904761904762,3.528571428571429,7.742857142857143,1.080952380952381,1.0904761904761904,1.0,2022-01-13
Dwight Howard,0.2,5.376190476190476,5.852380952380953,0.7761904761904761,0.6238095238095237,0.9523809523809523,1.1523809523809523,1.9,2.8238095238095235,1.3761904761904762,2.3523809523809525,1.0,2022-01-13
Dwight Powell,-0.20370370370370364,3.7259259259259268,3.9962962962962956,1.3518518518518516,0.7518518518518518,0.6518518518518518,0.5481481481481478,0.9370370370370369,2.1333333333333333,1.9037037037037041,2.5037037037037044,1.0,2022-01-13
Dylan Windler,-0.39999999999999974,7.699999999999998,3.900000000000001,-1.1000000000000003,1.3,1.0999999999999999,2.4,2.0,6.199999999999998,3.1,4.2,1.0,2022-01-13
Ed Davis,0.0,2.34,4.283999999999999,0.1,0.3,0.30400000000000005,0.44800000000000006,1.0959999999999999,1.5919999999999999,0.1,0.204,1.0,2022-01-13
Edmond Sumner,0.4,4.2,1.0,0.5,0.3,0.1,0.6,1.6,3.0,0.7,0.9,1.0,2022-01-13
Elfrid Payton,0.3105263157894737,8.642105263157895,1.8894736842105262,1.9000000000000001,0.2894736842105263,0.09999999999999999,0.8894736842105262,3.594736842105264,7.889473684210526,1.0315789473684212,1.3315789473684212,1.0,2022-01-13
Elijah Hughes,-0.21875,0.375,0.375,-0.125,-0.0625,0.0,-0.125,-0.3125,0.0625,1.21875,1.21875,1.0,2022-01-13
Emanuel Terry,0.0,0.0,5.1,-0.23333333333333328,0.0,0.0,0.8999999999999999,0.0,2.0999999999999996,0.0,0.0,1.0,2022-01-13
Emmanuel Mudiay,0.0,-0.10344827586206896,0.0,2.0,-0.034482758620689655,0.0,-0.034482758620689655,0.0,2.0689655172413794,-0.10344827586206896,-0.13793103448275862,1.0,2022-01-13
Enes Freedom,0.0,7.718181818181819,7.222727272727274,1.268181818181818,0.41363636363636364,0.8272727272727273,0.6,3.2954545454545454,6.931818181818182,1.4545454545454546,1.8681818181818182,1.0,2022-01-13
Eric Bledsoe,0.7764705882352942,6.8470588235294105,2.829411764705883,1.9647058823529415,0.5058823529411766,0.6235294117647059,0.06470588235294127,2.6823529411764704,6.21764705882353,0.7058823529411765,0.7588235294117647,1.0,2022-01-13
