PLAYER,3PTM,PTS,REB,AST,ST,BLK,TO,FGM,FGA,FTM,FTA,GP,Date
Avery Bradley,1.4,4.854545454545453,3.0090909090909097,0.8999999999999999,0.8999999999999999,0.19999999999999993,0.09090909090909091,1.372727272727271,2.927272727272729,1.1181818181818182,1.5272727272727273,1.0,2022-01-13
Ayo Dosunmu,-1.7,-3.1,4.5,2.8,0.4,-2.8,1.0,-0.6,5.6,1.4,0.2,1.0,2022-01-13
B.J. Johnson,1.0,5.0,4.0,0.0,0.0,1.0,0.0,2.0,5.0,0.0,0.0,1.0,2022-01-13
BJ Boston,0.6,6.7,2.2,0.8,0.6,0.2,0.7,2.4,6.6,1.4,1.6,1.0,2022-01-13
BJ Johnson,1.0,6.5,3.8,-0.0,-0.0,0.3,-0.0,2.8,6.3,-0.0,-0.0,1.0,2022-01-13
Bam Adebayo,0.0,16.043750000000003,8.16875,3.5125,1.25625,0.76875,2.9000000000000004,6.21875,12.09375,3.6062499999999997,4.793749999999999,1.0,2022-01-13
Ben McLemore,1.768571428571428,6.642857142857142,1.7971428571428574,0.5342857142857143,0.3,0.26571428571428574,0.7657142857142857,2.137142857142857,4.677142857142859,0.7657142857142857,0.865714285714286,1.0,2022-01-13
Ben Simmons,0.1,14.3,7.2,7.0,1.6,0.6,3.0,5.6,10.1,3.0,4.9,1.0,2022-01-13
Bismack Biyombo,0.0,4.5687500000000005,5.0,1.1062500000000002,0.26875,0.95,1.03125,2.0562500000000004,3.46875,0.6624999999999999,1.46875,1.0,2022-01-13
Blake Griffin,1.220689655172414,12.620689655172415,2.4310344827586206,2.206896551724138,0.806896551724138,0.606896551724138,1.3275862068965518,5.30344827586207,12.313793103448276,0.6862068965517241,0.7724137931034483,1.0,2022-01-13
Boban Marjanovic,-0.05714285714285715,6.314285714285714,6.457142857142856,0.5714285714285714,0.15714285714285717,0.41428571428571426,0.38571428571428573,2.3571428571428568,5.228571428571428,1.442857142857143,1.6285714285714283,1.0,2022-01-13
Bobby Portis,2.0829268292682928,18.14390243902439,9.200000000000001,1.5829268292682928,0.9829268292682927,1.1658536585365853,1.4170731707317072,7.363414634146341,15.409756097560974,1.3341463414634147,1.9170731707317072,1.0,2022-01-13
Bogdan Bogdanovic,1.5823529411764705,12.020588235294118,3.0823529411764707,3.576470588235294,0.8794117647058826,0.37941176470588234,0.8205882352941176,4.779411764705882,9.464705882352941,0.7205882352941178,0.6617647058823529,1.0,2022-01-13
Bojan Bogdanovic,3.232432432432432,17.05675675675676,3.6783783783783783,2.232432432432432,0.7108108108108108,0.21081081081081082,1.2783783783783782,5.88918918918919,12.589189189189185,2.045945945945946,2.3351351351351353,1.0,2022-01-13
Bol Bol,0.6294117647058823,2.676470588235294,0.4411764705882353,0.04705882352941176,0.09999999999999999,0.5529411764705883,0.6529411764705882,0.6705882352941177,2.1,0.5529411764705883,0.9058823529411765,1.0,2022-01-13
Bones Hyland,2.4027777777777777,14.119444444444445,1.297222222222222,2.322222222222222,0.6805555555555556,0.19999999999999998,1.802777777777778,4.866666666666666,10.227777777777778,1.9027777777777777,2.0027777777777778,1.0,2022-01-13
Brad Wanamaker,0.6299999999999999,4.89,1.0549999999999997,1.5400000000000003,0.085,0.515,1.4300000000000002,1.415,4.045,1.2150000000000003,1.5299999999999998,1.0,2022-01-13
Bradley Beal,2.5000000000000004,28.300000000000008,5.499999999999998,7.199999999999998,0.9,0.4,3.6,10.700000000000003,22.200000000000006,4.5,5.1,1.0,2022-01-13
Brandon Boston Jr,0.7,6.4,1.9,0.7,0.6,0.2,0.8,2.2,6.1,1.2,1.5,1.0,2022-01-13
Brandon Clarke,-0.07073170731707318,8.034146341463414,4.68780487804878,1.229268292682927,0.4707317073170732,0.6585365853658537,0.5,3.587804878048781,5.958536585365854,1.0292682926829269,1.4585365853658536,1.0,2022-01-13
Brandon Goodwin,0.14285714285714288,5.042857142857143,0.8000000000000002,1.5999999999999999,0.014285714285714235,0.0,0.5142857142857143,2.1714285714285713,4.785714285714286,0.3428571428571429,-0.20000000000000004,1.0,2022-01-13
Brandon Ingram,1.1473684210526316,24.00526315789474,6.28421052631579,5.1000000000000005,0.7842105263157895,0.4842105263157894,3.3526315789473684,9.036842105263156,19.889473684210525,4.78421052631579,5.684210526315789,1.0,2022-01-13
Brandon Knight,0.8999999999999999,4.666666666666667,1.9000000000000001,1.0999999999999999,-0.09999999999999999,0.0,0.8999999999999999,1.0,3.0999999999999996,1.7666666666666666,1.7666666666666666,1.0,2022-01-13
Brodric Thomas,-0.04444444444444445,-0.26666666666666666,0.18888888888888888,-0.1777777777777778,0.0,0.0,0.30000000000000004,-0.06666666666666667,-0.37777777777777777,-0.06666666666666667,-0.06666666666666667,1.0,2022-01-13
Brook Lopez,1.4736842105263157,9.473684210526315,4.578947368421052,0.631578947368421,0.6842105263157895,1.4210526315789473,0.8421052631578947,3.210526315789474,6.7894736842105265,1.6842105263157894,1.894736842105263,1.0,2022-01-13
Bruce Brown,0.30000000000000004,10.1725,5.9975000000000005,1.9100000000000001,1.555,0.32250000000000006,0.8775000000000002,4.1425,7.597500000000001,1.8425,2.575,1.0,2022-01-13
Bruno Fernando,-1.2000000000000002,-24.600000000000005,-19.900000000000002,-5.8999999999999995,-2.4000000000000004,0.19999999999999973,-0.7999999999999998,-10.600000000000001,-22.4,-0.9999999999999996,-4.6,1.0,2022-01-13
Bryn Forbes,2.203448275862069,10.072413793103449,0.896551724137931,1.2344827586206901,0.16551724137931026,-0.13448275862068967,0.3310344827586205,3.6689655172413786,7.634482758620689,0.39655172413793105,0.49655172413793125,1.0,2022-01-13
Buddy Hield,3.6000000000000005,15.774999999999999,3.325000000000001,1.5250000000000004,1.1375,0.5375000000000001,2.6875,5.1,13.0,1.9749999999999996,2.275,1.0,2022-01-13
CJ Elleby,1.0,5.55,4.25,0.9,-0.04999999999999997,-0.25,1.25,1.95,3.7000000000000006,0.3,0.15000000000000005,1.0,2022-01-13
CJ McCollum,3.02,23.3,3.74,4.320000000000001,0.9199999999999999,0.52,1.7200000000000002,9.259999999999998,20.6,1.6800000000000002,2.1,1.0,2022-01-13
Cade Cunningham,2.383783783783783,18.524324324324326,6.435135135135133,5.851351351351351,1.0324324324324323,0.7837837837837837,3.2486486486486488,7.170270270270269,16.45405405405405,1.983783783783783,2.4675675675675666,1.0,2022-01-13
Caleb Martin,1.206896551724138,8.786206896551725,2.5586206896551724,1.8275862068965518,0.8999999999999999,0.9137931034482759,0.593103448275862,2.979310344827586,6.479310344827587,1.6206896551724137,2.5344827586206895,1.0,2022-01-13
Cam Reddish,1.5081081081081085,11.70810810810811,4.418918918918919,1.2918918918918918,1.5756756756756756,0.30000000000000004,2.4513513513513514,4.1,10.100000000000001,1.7162162162162162,2.016216216216217,1.0,2022-01-13
Cameron Johnson,1.8454545454545457,9.5,3.2090909090909085,1.0818181818181816,0.5818181818181817,0.29999999999999993,0.9181818181818183,3.4454545454545453,9.0,0.5454545454545454,0.6272727272727273,1.0,2022-01-13
Cameron Oliver,-0.1111111111111111,3.311111111111111,2.511111111111111,0.5222222222222221,-0.1111111111111111,0.3777777777777778,0.6111111111111112,1.4555555555555557,3.0999999999999996,0.6333333333333333,1.2555555555555555,1.0,2022-01-13
Cameron Payne,1.1,9.4,3.0,5.2,0.8,0.3,0.5,4.0,8.3,0.5,0.5,1.0,2022-01-13
Cameron Thomas,1.3741935483870968,9.316129032258065,2.7870967741935484,1.3935483870967742,0.11290322580645161,0.09999999999999999,1.474193548387097,3.6677419354838707,8.148387096774194,0.6064516129032257,0.7064516129032258,1.0,2022-01-13
Caris LeVert,1.6,17.002564102564104,4.5948717948717945,4.0,0.8256410256410257,0.4256410256410257,2.0487179487179485,6.451282051282051,13.93076923076923,2.351282051282051,3.2256410256410253,1.0,2022-01-13
Carlik Jones,0.0,-0.6666666666666666,3.1666666666666665,4.666666666666667,-0.16666666666666666,0.0,1.3333333333333333,-0.16666666666666666,2.1666666666666665,-0.3333333333333333,-0.3333333333333333,1.0,2022-01-13
Carmelo Anthony,2.996774193548388,12.038709677419357,2.706451612903226,1.2322580645161292,0.7999999999999999,0.3354838709677417,1.264516129032258,4.035483870967741,9.106451612903228,1.2032258064516133,1.3709677419354833,1.0,2022-01-13
Cassius Stanley,1.1666666666666667,3.4166666666666665,1.8333333333333333,3.0,0.4333333333333333,0.03333333333333336,-0.6666666666666666,0.4166666666666667,1.8333333333333333,1.4166666666666667,2.3333333333333335,1.0,2022-01-13
Cassius Winston,0.0,1.0,0.0,1.0,0.0,0.0,0.5,0.0,1.0,1.0,1.0,1.0,2022-01-13
Cat Barber,0.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.5666666666666667,0.0,0.8999999999999999,0.0,-0.43333333333333335,1.0,2022-01-13
Cedi Osman,1.8571428571428572,12.157142857142858,4.485714285714287,2.385714285714286,1.1,0.29999999999999993,1.0714285714285714,4.514285714285713,10.957142857142856,1.3714285714285717,1.6999999999999997,1.0,2022-01-13
Chandler Hutchison,0.0,2.222857142857143,2.205714285714286,-0.05142857142857142,0.0,0.0,2.222857142857143,1.137142857142857,1.12,-0.05142857142857142,-0.05142857142857142,1.0,2022-01-13
Charles Bassey,0.7071428571428572,2.628571428571429,-0.028571428571427963,0.3,0.2,-0.14285714285714285,0.8714285714285713,1.0642857142857145,2.0,-0.07142857142857142,-0.34285714285714286,1.0,2022-01-13
Cheick Diallo,0.0,6.1,4.666666666666667,0.0,0.5666666666666667,0.0,0.5666666666666667,1.6666666666666667,3.0999999999999996,2.7666666666666666,3.3333333333333335,1.0,2022-01-13
Chimezie Metu,0.19090909090909072,10.109090909090911,4.9363636363636365,0.8727272727272726,1.1272727272727272,1.3818181818181818,1.8090909090909089,3.9545454545454546,8.5,2.009090909090909,2.7636363636363637,1.0,2022-01-13
Chris Boucher,1.7428571428571433,10.328571428571431,4.5857142857142845,1.3142857142857145,0.142857142857143,1.2285714285714289,1.1571428571428573,3.785714285714285,7.357142857142856,0.8857142857142856,1.6142857142857143,1.0,2022-01-13
Chris Chiozza,0.972727272727273,3.4045454545454548,0.5545454545454546,2.6318181818181823,0.4,0.0,0.15454545454545449,1.2590909090909093,3.3454545454545452,0.1,0.1,1.0,2022-01-13
Chris Duarte,2.1837837837837837,13.29189189189189,3.6162162162162166,2.483783783783783,1.0,0.2918918918918919,2.275675675675676,5.0,11.40810810810811,1.2000000000000002,1.3162162162162163,1.0,2022-01-13
